序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,is_indoor,geometry,debrisstream_level,Avg_slope,Max_elevation,Slope_risk_level,rain_1hr,sigma_1hr,rain_1hr_rf,village_A65UP_CNT,fusion_class,fusion_label,flood_confidence
2338,花蓮縣萬榮鄉,明利村,1鄰13-3號,121.414808,23.709766,萬榮鄉立幼兒園,明利村,50,"水災,土石流,海嘯",許花麗,03-8751114,是,否,是,True,POINT (292297.5902294289 2622942.7127505075),Safe,1.6117874837379322,152.0500030517578,Low,18.15831252395619,0.0949092069659057,16.388333333333332,124.0,0,無淹水,low
2350,花蓮縣萬榮鄉,萬榮村,1鄰8號,121.410119,23.714392,萬榮社區活動中心,萬榮村,50,"水災,土石流,海嘯",陳如花,03-8751497,是,否,是,True,POINT (291817.97692076454 2623453.6347474623),Safe,11.542997838436095,281.3800048828125,Low,17.657033724284528,0.094888654761678,17.795,130.0,0,無淹水,low
2357,花蓮縣鳳林鎮,森榮里,林森路113-1號,121.3972,23.7176,森榮里辦公處,森榮里,30,水災,董經碩,03-8751926,是,否,否,True,POINT (290499.67979584524 2623805.171759358),Safe,12.061175182876504,253.1000061035156,Low,18.96338717837343,0.1002171593851605,19.42333333333333,26.0,0,無淹水,low
2384,花蓮縣鳳林鎮,鳳信里,中正路1段120巷24號,121.4434,23.7297,鳳信社區活動中心,鳳信里,50,"水災,土石流",傅金棟,03-8764212,是,否,否,True,POINT (295206.2560911946 2625159.0912289987),Low,1.0276009861545874,122.69000244140624,Low,13.686550823356384,0.094632476398276,11.88,371.0,0,無淹水,low
2397,花蓮縣鳳林鎮,鳳智里,中華路2號,121.449348,23.741218,樂活會館,鳳義里、鳳信里、山興里、南平里,150,"水災,震災,土石流",詹芳雅,03-8762771轉191,是,否,否,True,POINT (295808.6581658733 2626436.560998109),Safe,0.8798020203875848,109.76000213623048,Low,10.779303719898865,0.0953428468139341,10.131666666666666,328.0,0,無淹水,low
2401,花蓮縣鳳林鎮,鳳智里,中正路2段1號,121.4472,23.7429,鳳林鎮藝文中心,鳳智里、山興里,300,"水災,震災,土石流",巫賢偉,03-8762031#14,是,是,否,True,POINT (295589.0924859115 2626622.1455270713),Safe,1.0225815712147648,110.37000274658205,Low,12.214537959359378,0.0948998934256949,10.341666666666669,328.0,0,無淹水,low
2403,花蓮縣鳳林鎮,鳳智里,鳳林鎮光復路8號,121.4488,23.7439,鳳林國中進德堂,鳳智里,350,"水災,震災,土石流",鍾孔麟,03-8762021,是,是,否,True,POINT (295751.8549175613 2626733.404814214),Safe,0.9133409855468952,109.06999969482422,Low,12.214537959359378,0.0948998934256949,10.571666666666667,328.0,3,僅SAR偵測,mid
2405,花蓮縣鳳林鎮,鳳智里,光華路124號,121.4518,23.7447,鳳林鎮公所,鳳智里,80,"水災,震災,土石流",蕭文龍,03-8762772,是,否,否,True,POINT (296057.4058147295 2626822.969289942),Safe,0.9877926694574952,107.18000030517578,Low,10.779303719898865,0.0953428468139341,10.968333333333334,328.0,0,無淹水,low
2410,花蓮縣鳳林鎮,鳳智里,大同街7-1號,121.451,23.746,"鳳禮,鳳智里活動中心",鳳智里、鳳禮里,60,"水災,土石流",張燕春,03-8763910,是,否,是,True,POINT (295975.3947126368 2626966.6801252686),Safe,0.8655770006834713,105.0199966430664,Low,10.779303719898865,0.0953428468139341,10.968333333333334,328.0,0,無淹水,low
2420,花蓮縣鳳林鎮,鳳義里,鳳林鎮水源路56-2號,121.4393,23.7491,鳳義社區活動中心,鳳義里,50,土石流,傅金棟,03-8763004,是,否,否,True,POINT (294781.60875354125 2627306.2602690235),Safe,1.292012610960049,109.58000183105467,Low,12.214537959359378,0.0948998934256949,11.891666666666667,221.0,0,無淹水,low
2422,花蓮縣鳳林鎮,鳳仁里,中華路111號,121.452,23.7498,鳳仁社區活動中心,鳳仁里,50,"水災,土石流",劉清盛,03-8763174,是,否,否,True,POINT (296076.0001568556 2627387.837892508),Safe,0.9928673505892394,100.9499969482422,Low,10.136907493947804,0.0957490763096962,10.991666666666667,358.0,0,無淹水,low
2429,花蓮縣鳳林鎮,鳳仁里,鳳林鎮光復路94號,121.4518,23.7512,鳳仁國小羽球館,鳳仁里,300,"水災,震災,土石流",鍾肇憲,03-8762201,是,是,否,True,POINT (296055.1198462017 2627542.8173849876),Low,1.1537324680685914,100.69000244140624,Low,10.136907493947804,0.0957490763096962,10.991666666666667,358.0,0,無淹水,low
2433,花蓮縣鳳林鎮,大榮里,復興路69號,121.4676,23.7523,大榮2村社區活動中心,大榮里,50,"水災,土石流",劉清盛,03-8763419,是,否,否,True,POINT (297665.3473282901 2627669.842936525),Safe,0.7119954244750544,90.41000366210938,Low,8.696873512103034,0.096360706547388,9.993333333333334,374.0,0,無淹水,low
2434,花蓮縣鳳林鎮,大榮里,鳳林鎮大榮3路15號,121.4676,23.7523,大榮1村社區活動中心,大榮里,50,"水災,土石流",劉清盛,03-8763419,是,否,否,True,POINT (297665.3473282901 2627669.842936525),Safe,0.7119954244750544,90.41000366210938,Low,8.696873512103034,0.096360706547388,9.993333333333334,374.0,0,無淹水,low
2480,花蓮縣鳳林鎮,北林里,民和路1號,121.471,23.7672,北林3村社區活動中心,北林里,50,土石流,戴佳明,8761724,是,否,否,True,POINT (298006.47013876145 2629321.105259587),Safe,0.846996245835257,86.19999694824219,Low,6.810989145282998,0.0973352491871316,9.321666666666667,185.0,0,無淹水,low
2505,花蓮縣鳳林鎮,南平里,自強路368-1號,121.4584,23.7817,南平社區活動中心,南平里,50,"水災,土石流",江麗琴,03-8771735,是,否,否,True,POINT (296717.02230845543 2630922.7287000204),Low,1.4424768822170166,116.9499969482422,Low,9.04622719418653,0.0968691856151703,10.545,203.0,0,無淹水,low
2506,花蓮縣壽豐鄉,水璉村,水璉二街21號,121.5472,23.7817,水璉活動中心,水璉村,41,"水災,震災,土石流",黃文達,03-8601055,是,否,是,True,POINT (305767.0884771225 2630954.755496336),Safe,21.02893220600743,226.8800048828125,Medium,0.9609911219342862,0.1128950259289717,2.518333333333333,199.0,0,無淹水,low
2509,花蓮縣萬榮鄉,見晴村,7鄰89號,121.451955,23.783512,見晴國民小學,見晴村,130,"水災,土石流,海嘯",馬麗琴,03-8771034,是,否,是,True,POINT (296059.5438953651 2631121.2968113907),Medium,1.3427208860388655,126.16000366210938,Low,9.04622719418653,0.0968691856151703,11.415,64.0,0,無淹水,low
2534,花蓮縣壽豐鄉,米棧村,米棧路二段21號,121.5243,23.7951,米棧活動中心,米棧村,34,"水災,震災,土石流,海嘯",黃明輝,03-8741367,是,否,是,True,POINT (303427.745482022 2632429.9681485896),Medium,26.76539990192565,285.8699951171875,Medium,1.812829515732632,0.0992615221801157,5.608333333333333,85.0,0,無淹水,low
2561,花蓮縣鳳林鎮,林榮里,永康路54號,121.45,23.8035,林榮社區活動中心,林榮里,50,"水災,土石流",江麗琴,03-8771014,是,否,否,True,POINT (295853.2893402048 2633334.2652251176),Safe,2.115138611788194,161.02000427246094,Low,9.505758236458243,0.0982200898781009,11.375,259.0,0,無淹水,low
2598,花蓮縣壽豐鄉,溪口村,溪口路103巷2號,121.4734,23.8195,溪口活動中心,溪口村,50,"水災,震災,土石流,海嘯",黃素珠,03-8652809,是,否,是,True,POINT (298231.7853609876 2635113.9721084097),Low,2.6768074533455324,141.35000610351562,Low,6.740979005543712,0.0993814645362252,9.896666666666668,302.0,0,無淹水,low
2619,花蓮縣壽豐鄉,豐坪村,豐坪路2段73號,121.5096,23.8351,豐坪活動中心,豐坪村,32,"水災,震災,土石流,海嘯",曾振倫,03-8652803,是,否,是,True,POINT (301913.83432841464 2636854.413017935),Safe,1.00176619697774,55.040000915527344,Low,3.456827282921366,0.1022372727372867,9.865,254.0,0,無淹水,low
2629,花蓮縣壽豐鄉,樹湖村,大樹腳59號,121.4692,23.8407,樹湖活動中心,樹湖村,38,"水災,震災,土石流,海嘯",黃素珠,03-8652810,是,否,是,True,POINT (297796.0986824759 2637460.391483157),High,15.963577516963468,240.2100067138672,Low,9.089087229555714,0.1074306197854101,9.523333333333332,103.0,0,無淹水,low
2639,花蓮縣壽豐鄉,豐山村,中山路41號,121.4918,23.8464,豐山國小,豐山村,50,"水災,震災,土石流,海嘯",林忠宏,03-8651640,是,否,是,True,POINT (300096.14484740136 2638099.4572061654),Safe,1.0654022796198854,59.970001220703125,Low,6.10239704717509,0.1048799657828699,14.086666666666666,493.0,0,無淹水,low
2643,花蓮縣壽豐鄉,豐山村,中山路127巷15號,121.4936,23.8478,豐山活動中心,豐山村,47,"水災,震災,土石流,海嘯",陳春盛,03-8652801,是,否,是,True,POINT (300278.96098742296 2638255.1414862466),Safe,0.980291248524686,55.13999938964844,Low,6.10239704717509,0.1048799657828699,16.53,493.0,0,無淹水,low
2660,花蓮縣萬榮鄉,西林村,8鄰134號,121.342737,23.855288,西林社區活動中心,西林村,100,"水災,土石流,海嘯",郭瑪利,03-8771524,是,否,是,True,POINT (284909.63392708445 2639039.0632001613),Safe,49.26000154893558,1378.760009765625,High,22.877388297889624,0.4625096441989843,20.95,170.0,3,僅SAR偵測,mid
2668,花蓮縣萬榮鄉,西林村,7鄰103號,121.3593,23.8576,西林天主堂,西林村,100,"水災,土石流,海嘯",郭瑪利,03-8771524,是,否,是,True,POINT (286596.03109752113 2639299.2892720154),Safe,47.7075545981844,1293.0,High,23.74819519567354,0.4149761542477134,21.64333333333333,170.0,0,無淹水,low
2688,花蓮縣壽豐鄉,月眉村,月眉路3段24號,121.556384,23.867967,月眉國小,壽豐鄉月眉村,50,"水災,震災,土石流,海嘯",劉康盛,03-8631011,是,否,是,True,POINT (306665.60515472107 2640512.3024018425),Medium,2.500396104841055,56.72999954223633,Low,4.224362804700337,0.1033507324281623,6.786666666666667,221.0,0,無淹水,low
2689,花蓮縣壽豐鄉,米棧村,米棧路一段53號,121.5564,23.8681,月眉國小-米棧分校,米棧村,45,"水災,震災,土石流,海嘯",鍾萬仁,03-8741270,是,否,是,True,POINT (306667.1768488699 2640527.0383926625),Medium,2.4635557121697187,56.08000183105469,Low,4.224362804700337,0.1033507324281623,6.786666666666667,85.0,0,無淹水,low
2691,花蓮縣壽豐鄉,壽豐村,壽豐路1段97號,121.5099,23.8691,壽豐活動中心,壽豐村,13,"水災,震災,土石流,海嘯",劉鳳珠,03-8652805,是,否,是,True,POINT (301930.84527069924 2640619.9543755394),Safe,1.8380873660271757,42.2599983215332,Low,6.931131088810517,0.1064592119279247,11.436666666666667,427.0,0,無淹水,low
2693,花蓮縣壽豐鄉,共和村,農墾2街38號,121.5308,23.8693,共和活動中心,共和村,31,"水災,震災,土石流,海嘯",劉鳳珠,03-8652804,是,否,是,True,POINT (304059.36643238255 2640649.926792184),Safe,1.568629551280984,34.709999084472656,Low,5.207640344574467,0.1032838890906476,8.831666666666667,224.0,0,無淹水,low
2697,花蓮縣壽豐鄉,壽豐村,壽山路26號,121.5091,23.8704,壽豐鄉公所,壽豐鄉各村,50,"水災,震災,土石流,海嘯",李昌貴,03-8654110,否,是,是,True,POINT (301848.8500124562 2640763.6338806227),Safe,1.2430575379551252,42.18999862670898,Low,6.931131088810517,0.1064592119279247,11.446666666666667,427.0,0,無淹水,low
2698,花蓮縣壽豐鄉,壽豐村,公園路30號,121.5091,23.8704,文化中心,壽豐村,50,"水災,震災,土石流,海嘯",陳自強,03-8652131-122,是,否,是,True,POINT (301848.8500124562 2640763.6338806227),Safe,1.2430575379551252,42.18999862670898,Low,6.931131088810517,0.1064592119279247,11.446666666666667,427.0,0,無淹水,low
2701,花蓮縣壽豐鄉,鹽寮村,鹽寮165號,121.59829,23.871385,鹽寮活動中心,鹽寮村,15,"水災,震災,土石流",黃文達,03-8671123,是,否,是,True,POINT (310932.0744907276 2640908.2461932027),High,14.18633169550179,151.3000030517578,Low,3.992076889893069,0.1494662350338803,6.9816666666666665,112.0,0,無淹水,low
2722,花蓮縣壽豐鄉,光榮村,光榮1街26之1號,121.5143,23.8817,光榮活動中心,光榮村,39,"水災,震災,土石流,海嘯",沈佩儀,03-8652806,是,否,是,True,POINT (302373.9021748614 2642017.00459218),Safe,1.248631282160668,48.709999084472656,Low,8.170305819177013,0.1073074016921798,11.391666666666667,230.0,0,無淹水,low
2727,花蓮縣壽豐鄉,平和村,平和路32號,121.5197,23.8837,平和活動中心,平和村,49,"水災,震災,土石流,海嘯",陳美珠,03-8661801,是,否,是,True,POINT (302923.00959640945 2642240.510636051),Safe,1.7709597284242422,51.040000915527344,Low,7.0930413869826285,0.1050398132438617,10.15,362.0,0,無淹水,low
2792,花蓮縣壽豐鄉,月眉村,月眉路三段108號,121.554,23.8996,月眉活動中心,月眉村,53,"水災,震災,土石流,海嘯",黃明輝,03-8631116,是,否,是,True,POINT (306409.08318286063 2644014.672605505),Safe,0.9030192189805588,37.08000183105469,Low,6.824550680481614,0.1016678774333042,5.583333333333333,221.0,0,無淹水,low
2804,花蓮縣壽豐鄉,志學村,中正路120巷13號,121.5322,23.9053,志學活動中心,志學村,40,"水災,震災,土石流,海嘯",徐琬玲,03-8661800,是,否,是,True,POINT (304186.955610247 2644637.41710984),Medium,0.903652865853003,50.130001068115234,Low,9.40904709282655,0.1036459334313018,9.231666666666667,579.0,0,無淹水,low
2848,花蓮縣壽豐鄉,池南村,池南路2段17號,121.506,23.9197,池南活動中心,池南村,53,"水災,震災,土石流,海嘯",沈佩儀,03-8641008,是,否,是,True,POINT (301513.5956253314 2646222.4056965304),Medium,9.951383713524452,250.80999755859372,Low,14.89658767627378,0.1114311384530048,12.866666666666667,240.0,0,無淹水,low
2876,花蓮縣吉安鄉,光華村,光華二街200號,121.578,23.934,光華活動中心,光華村,37,"水災,震災,土石流",葉光南,8422057,是,否,是,True,POINT (308837.271167791 2647834.244769233),Safe,1.128129918158035,36.9900016784668,Low,6.371246050205026,0.1000805951274038,8.883333333333333,425.0,0,無淹水,low
2902,花蓮縣吉安鄉,干城村,干城一街97巷1號,121.545,23.9474,干城活動中心,干城村,35,"水災,震災,土石流",林世昌,8526086,是,否,是,True,POINT (305472.2508450446 2649304.9343518005),Low,1.2156814271289578,80.69999694824219,Low,10.173676552573898,0.1013495720185392,5.841666666666667,308.0,9,無淹水(SAR無資料),low
2903,花蓮縣秀林鄉,文蘭村,6鄰79號,121.5068,23.9479,文蘭活動中心,重光、米亞丸社區,100,"水災,震災,土石流,海嘯",杜明輝,955079056,是,否,是,True,POINT (301583.83422257914 2649345.8226170195),Medium,6.361555342108814,190.38999938964844,Low,17.344538927088042,0.1070081173739362,13.593333333333334,170.0,0,無淹水,low
2912,花蓮縣吉安鄉,仁安村,南海三街71號,121.5968,23.9517,仁安活動中心,仁安村,63,"水災,震災,土石流",蔡文隆,8422948,是,否,是,True,POINT (310742.7687564499 2649802.486324302),Safe,1.0440334203779216,15.8100004196167,Low,5.252320343377827,0.098899869515103,5.425,515.0,9,無淹水(SAR無資料),low
2916,花蓮縣吉安鄉,南華村,南華四街123號,121.5513,23.9527,南華活動中心,南華村,63,"水災,震災,土石流",蕭萬生,8534573,是,否,是,True,POINT (306111.2102258299 2649894.39894424),Low,1.3260216177430015,71.29000091552734,Low,8.820432912696624,0.100740616081754,6.546666666666667,446.0,9,無淹水(SAR無資料),low
2921,花蓮縣吉安鄉,稻香村,慶豐路79號,121.5757,23.9548,稻香活動中心,稻香村,40,"水災,震災,土石流",鄧桂英,8533083,是,否,是,True,POINT (308593.7440494969 2650136.8908623653),Safe,1.0491571556961057,39.43000030517578,Low,6.69163559888578,0.0991081792571037,10.258333333333333,753.0,9,無淹水(SAR無資料),low
2922,花蓮縣吉安鄉,永興村,永興七街86號,121.5683,23.955,永興活動中心,永興村,53,"水災,震災,土石流",陳源忠,8526058,是,否,是,True,POINT (307840.47894325847 2650155.987892026),Safe,1.0342466616987736,47.41999816894531,Low,6.69163559888578,0.0991081792571037,10.058333333333334,700.0,9,無淹水(SAR無資料),low
2923,花蓮縣吉安鄉,仁和村,南海三街314號,121.5876,23.9563,仁和活動中心,仁和村,101,"水災,震災,土石流",賴明章,8523002,是,否,是,True,POINT (309804.24193199066 2650308.0089116357),Safe,1.0539686827655157,24.399999618530277,Low,5.252320343377827,0.098899869515103,7.273333333333333,1022.0,9,無淹水(SAR無資料),low
2950,花蓮縣秀林鄉,銅門村,9鄰53號,121.4944,23.965,銅門收容所,銅門村,70,"水災,土石流",何文忠,03-8641057,是,否,是,True,POINT (300315.0629534215 2651235.1593953525),High,10.95000578778958,236.44000244140625,Low,19.46018701205477,0.116461589940005,20.843333333333334,203.0,9,無淹水(SAR無資料),low
2953,花蓮縣吉安鄉,東昌村,東海六街74號,121.5953,23.9658,東昌活動中心,東昌村,47,"水災,震災,土石流",魏錦添,8528607,是,否,是,True,POINT (310583.50510141504 2651363.4247226934),Safe,1.599477436906975,16.6299991607666,Low,4.599387424640511,0.0971755620185888,4.961666666666667,1285.0,9,無淹水(SAR無資料),low
2961,花蓮縣吉安鄉,仁里村,仁里五街1號,121.5925,23.9684,仁里活動中心,仁里村,90,水災,楊昇達,8514057,是,否,是,True,POINT (310297.33342544193 2651650.176606109),Safe,1.735667042982599,18.21999931335449,Low,4.599387424640511,0.0971755620185888,5.905,1555.0,9,無淹水(SAR無資料),low
2964,花蓮縣花蓮市,主農里,中順街77號,121.5968,23.9688,主農社區活動中心,主農、主安里,50,"水災,土石流,海嘯",劉冠宏,03-8350088,是,否,是,True,POINT (310734.75750544015 2651696.3219965333),Safe,1.6383158292331348,15.06999969482422,Low,4.599387424640511,0.0971755620185888,4.898333333333333,784.0,9,無淹水(SAR無資料),low
2965,花蓮縣吉安鄉,福興村,福德街1號,121.5624,23.9689,福興活動中心,福興村,106,"水災,震災,土石流",黃朝彬,8526216,是,否,是,True,POINT (307233.83815630234 2651693.009730497),Low,1.0949244921407242,45.5,Low,7.224793067776604,0.0999888753815318,8.121666666666666,614.0,9,無淹水(SAR無資料),low
2970,花蓮縣吉安鄉,南昌村,文化七街64號,121.5797,23.9704,南昌活動中心,南昌村,72,"震災,土石流,海嘯",陳振興,8521081,是,否,是,True,POINT (308993.7667042257 2651866.264268923),Safe,0.9819125725427412,29.68000030517578,Low,5.299508500107539,0.097407622038495,8.328333333333333,876.0,9,無淹水(SAR無資料),low
2973,花蓮縣花蓮市,主學里,中正路210號,121.5997,23.9717,中正國小,主農、主安、主力、主學、主權、主和等里,187,"水災,土石流,海嘯",陳世文,03-8322819,是,否,否,True,POINT (311028.5243142897 2652018.7512501045),Safe,0.8869399547307634,12.869999885559082,Low,4.0471764595215625,0.0991378859701144,4.358333333333333,433.0,9,無淹水(SAR無資料),low
2974,花蓮縣花蓮市,主權里,中原路531號,121.5964,23.9718,中原國小文中三國中預定地,主農、主安、主力、主學、主權、主和等里,85,"水災,土石流,海嘯",陳雅琪,03-8333547,是,否,否,True,POINT (310692.64447455696 2652028.4020810653),Safe,0.8927438514283963,15.300000190734863,Low,4.599387424640511,0.0971755620185888,4.43,1202.0,9,無淹水(SAR無資料),low
2981,花蓮縣吉安鄉,吉安村,吉安路二段97號,121.5628,23.9734,吉安國小,吉安村,223,"水災,震災,土石流",廖必偉,8523984,是,否,是,True,POINT (307272.55693917465 2652191.5486071426),Low,1.169189786565222,42.5099983215332,Low,7.224793067776604,0.0999888753815318,7.74,1236.0,9,無淹水(SAR無資料),low
2982,花蓮縣花蓮市,主睦里,成功街169號,121.6058,23.9734,花蓮城隍廟香客大樓,花蓮市各里,100,"水災,土石流,海嘯",孫吉造,03-8222854,是,否,否,True,POINT (311648.4980430141 2652209.6812115135),Safe,0.8189311889002535,8.510000228881836,Low,4.0471764595215625,0.0991378859701144,3.911666666666666,130.0,9,無淹水(SAR無資料),low
2984,花蓮縣吉安鄉,吉安村,中興路355巷7號,121.5643,23.9736,吉安活動中心,吉安村,32,"震災,土石流,海嘯",溫金勝,8535282,是,否,是,True,POINT (307425.1170296769 2652214.3087507007),Low,1.2247023790949951,41.630001068115234,Low,7.224793067776604,0.0999888753815318,7.833333333333333,1236.0,9,無淹水(SAR無資料),low
2986,花蓮縣吉安鄉,吉安村,中山路三段99巷18號,121.5742,23.974,五穀宮,全鄉,70,"水災,震災,土石流",林俊德,8521334,是,否,是,True,POINT (308432.4173804745 2652262.6761544044),Safe,1.264108789701686,32.09000015258789,Low,6.168156429646988,0.0986411417832623,9.648333333333332,1236.0,9,無淹水(SAR無資料),low
2989,花蓮縣吉安鄉,勝安村,慈惠一街30號,121.5869,23.9754,勝安活動中心,勝安村,38,"水災,震災,土石流",陳昌周,8522377,是,否,是,True,POINT (309724.1945354357 2652423.0482982965),Safe,1.6525332810858735,23.32999992370605,Low,5.058694708264102,0.0973635979580441,7.1,1201.0,9,無淹水(SAR無資料),low
2990,花蓮縣吉安鄉,宜昌村,吉祥六街52巷9號,121.5832,23.9756,宜昌活動中心,宜昌村,49,"震災,土石流,海嘯",范來新,8535389,是,否,是,True,POINT (309347.57423514134 2652443.6360814073),Safe,1.7225124143606894,26.739999771118164,Low,5.058694708264102,0.0973635979580441,7.3,994.0,9,無淹水(SAR無資料),low
2991,花蓮縣花蓮市,主力里,中華路298號,121.5986,23.9756,忠孝國小,主力、主學等里,47,"水災,土石流,海嘯",程立,03-8351218,是,否,否,True,POINT (310914.7463590562 2652450.203902824),Safe,0.9171442172681752,14.350000381469728,Low,3.776877616608092,0.0985059549543851,4.245,658.0,9,無淹水(SAR無資料),low
2992,花蓮縣花蓮市,主權里,中原路666號,121.5938,23.9757,主權社區活動中心,主權里,72,"水災,土石流,海嘯",徐淑憶,03-8333749,是,否,是,True,POINT (310426.2301686534 2652459.213506013),Safe,0.962470049099843,17.700000762939453,Low,4.341662557146921,0.0968364044164122,4.475,1202.0,9,無淹水(SAR無資料),low
2996,花蓮縣吉安鄉,勝安村,慈惠三街118號,121.5867,23.9777,勝安宮,勝安村,1300,"水災,震災,土石流",田後隆,8528658,是,否,是,True,POINT (309702.7816508189 2652677.690251994),Safe,1.2780522930036615,23.559999465942383,Low,5.058694708264102,0.0973635979580441,7.1,1201.0,9,無淹水(SAR無資料),low
2998,花蓮縣吉安鄉,勝安村,慈惠三街136號,121.586,23.978,聖地慈惠堂,勝安村,700,"震災,土石流",劉幫政,8521334,是,否,是,True,POINT (309631.4096483245 2652710.619213127),Safe,1.300842048741115,25.32999992370605,Low,5.058694708264102,0.0973635979580441,7.1,1201.0,9,無淹水(SAR無資料),low
2999,花蓮縣花蓮市,民權里,公園路53號,121.6142,23.978,中正體育館,花蓮市各里,593,"水災,土石流",劉國華,03-8580686,是,否,否,True,POINT (312501.1164665039 2652722.834205722),Safe,3.807803769376181,21.57999992370605,Low,3.3434997671931823,0.1037109478215767,3.7516666666666665,95.0,9,無淹水(SAR無資料),low
3000,花蓮縣花蓮市,國風里,林政街7號,121.5954,23.9785,國風國中,國華、國風等里,800,"水災,土石流,海嘯",王錦懋,03-8323847,是,否,是,True,POINT (310587.7436188541 2652770.0025201617),Safe,1.2352922139252662,16.899999618530273,Low,4.341662557146921,0.0968364044164122,4.316666666666666,816.0,9,無淹水(SAR無資料),low
3004,花蓮縣花蓮市,國風里,明義街107號,121.6029,23.979,明義國小,國華、國光、國威、國治、國魂、國安、國防、國聯、國盛、國風、民主、民治、民有、民族、民生、民權、主商、主勤、主計、主義、主工、主睦、主信等里,185,"水災,土石流,海嘯",郭文隆,03-8326686,是,否,是,True,POINT (311350.72366261826 2652828.621581444),Safe,0.7433034477677917,10.140000343322754,Low,3.776877616608092,0.0985059549543851,3.8966666666666665,816.0,9,無淹水(SAR無資料),low
3021,花蓮縣花蓮市,國威里,林森路252號,121.6068,23.9821,花蓮市公所,花蓮市各里,37,"水災,土石流,海嘯",彭莉萍,03-8322141,是,否,是,True,POINT (311746.11732416926 2653173.652573151),Safe,0.9076020406779788,10.93000030517578,Low,3.776877616608092,0.0985059549543851,3.881666666666667,486.0,9,無淹水(SAR無資料),low
3023,花蓮縣吉安鄉,慶豐村,慶北一街237號,121.5632,23.9825,慶豐活動中心,慶豐村,61,"震災,土石流,海嘯",鄭高富,8535375,是,否,是,True,POINT (307309.23721916764 2653199.540075787),Safe,1.029033528746609,48.0,Low,7.035014995416544,0.1006905036801157,7.803333333333334,1552.0,9,無淹水(SAR無資料),low
3025,花蓮縣花蓮市,國魂里,建國路161號,121.599,23.9836,國立花蓮農業職業學校,國華、國光、國治、國威、國安、國防、國聯、國盛、國風、國魂等里,382,"水災,土石流,海嘯",賴世榮,03-8312313,是,否,是,True,POINT (310951.6875278697 2653336.3842178937),Safe,0.871940376391464,14.010000228881836,Low,3.584003730513315,0.0983371189019105,5.141666666666667,489.0,9,無淹水(SAR無資料),low
3035,花蓮縣花蓮市,國安里,中山路418號,121.6025,23.9865,花蓮高商,國安、國聯、國魂等里,266,"水災,震災,土石流,海嘯",邱志恆,03-8322532210,是,否,否,True,POINT (311306.46848744916 2653659.080234984),Safe,0.8260531200913312,11.380000114440918,Low,3.584003730513315,0.0983371189019105,4.79,115.0,9,無淹水(SAR無資料),low
3036,花蓮縣吉安鄉,南華村,南華四街123號,121.5947,23.987,北昌活動中心,北昌村,83,"震災,土石流,海嘯",黃加成,8577346,是,否,是,True,POINT (310512.5383772141 2653711.0846506343),Safe,0.8086424204968958,17.110000610351562,Low,4.160189534738816,0.0969119011601991,5.128333333333333,446.0,9,無淹水(SAR無資料),low
3047,花蓮縣花蓮市,民勤里,新興路80號,121.6157,23.9887,南美崙營區,花蓮市各里,300,"水災,震災,土石流,海嘯",姜富川中校參謀官,03-8358100轉838413,是,否,否,True,POINT (312648.5843560841 2653908.538014152),Safe,7.675688241299463,102.5999984741211,Low,3.1421526320405797,0.1033664917396268,5.1033333333333335,563.0,9,無淹水(SAR無資料),low
3049,花蓮縣吉安鄉,永安村,太昌路488號,121.5731,23.989,永安活動中心,永安村,156,"震災,土石流,海嘯",郭仁添,8566167,是,否,是,True,POINT (308313.72140964656 2653923.479924126),Safe,1.1092712152279642,44.83000183105469,Low,5.804219065021883,0.0998494885650158,10.461666666666666,1072.0,9,無淹水(SAR無資料),low
3055,花蓮縣花蓮市,國盛里,國盛二街22號,121.607,23.992,中華國小,國華、國光、國威、國治、國魂、國安、國防、國聯、國盛、國風等里,189,"水災,土石流,海嘯",鍾吳南,03-8324308,是,否,是,True,POINT (311761.74687150307 2654270.176545021),Safe,2.4130542771336385,18.57999992370605,Low,3.1421526320405797,0.1033664917396268,4.976666666666667,782.0,9,無淹水(SAR無資料),low
3061,花蓮縣花蓮市,民政里,永興路20號,121.6255,23.9928,鑄強國小,民樂、民運、民政等里,293,"水災,震災,土石流,海嘯",葉克文,03-8223787,是,否,是,True,POINT (313643.7628773466 2654367.0104331924),Safe,1.6357631131998005,40.08000183105469,Low,2.6910846371687405,0.1135104413892503,6.1066666666666665,874.0,9,無淹水(SAR無資料),low
3064,花蓮縣吉安鄉,太昌村,太昌路488號,121.5639,23.9936,太昌活動中心,太昌村,80,"水災,震災,土石流",周明宗,8569236,是,否,是,True,POINT (307375.5493386602 2654429.156366843),Safe,1.3893317902541475,62.400001525878906,Low,6.895302701453547,0.1050368291340424,9.533333333333331,843.0,9,無淹水(SAR無資料),low
3069,花蓮縣花蓮市,國富里,中山路903號,121.5947,23.995,明廉國小,國裕、國富里,51,"水災,震災,土石流,海嘯",李玉祥,03-8569088,是,否,是,True,POINT (310508.79908894585 2654597.0929269507),Safe,0.9939042604294804,21.459999084472656,Low,4.069389020051451,0.0974695452108884,5.128333333333333,1413.0,9,無淹水(SAR無資料),low
