序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,is_indoor,geometry,debrisstream_level,Avg_slope,Max_elevation,Slope_risk_level,rain_1hr,sigma_1hr,rain_1hr_rf,village_A65UP_CNT,fusion_class,fusion_label,flood_confidence,debris_stream_level,risk_rain,risk_collapse,risk_debris_stream,risk_max_elevation,risk_slope_level,risk_uncertainty,risk_elderly,hazard_score,vulnerability_multiplier,risk_raw,shelter_risk_score,shelter_risk_level
1957,花蓮縣瑞穗鄉,瑞北村,4鄰祥北路一段54之1號,121.3765,23.5267,瑞北社區活動中心,瑞北村,30,"水災,土石流",李孔忠,03-8871754,是,否,是,True,POINT (288444.69231018005 2602658.533124876),Medium,2.670685326470821,110.08999633789062,Low,21.515226118902547,0.0993422202003163,26.14333333333333,157.0,0,無淹水,low,Medium,0.4354042793967284,0.0,0.67,0.07413245422516082,0.33,0.014191637448162304,0.43580219847591717,0.27666031569760885,0.8307406595427751,0.22983297313194395,51.03833635586852,High
2047,花蓮縣豐濱鄉,豐濱村,16鄰豐里49之1號,121.4859,23.5681,八里灣基督長老教會,豐濱村八里灣部落,0,"水災,震災",吳德助,03-8791653,是,否,是,True,POINT (299600.23612930306 2607276.8694605515),High,17.42862591420466,204.0200042724609,Low,8.42893890908609,0.1267244309628337,11.221666666666666,413.0,0,無淹水,low,High,0.1581949620268927,0.0,1.0,0.14268199429509765,0.33,0.08851992399333876,0.6734100395282834,0.2607127801516663,0.902023011858485,0.2351689271824051,52.7479590368665,High
2060,花蓮縣瑞穗鄉,富民村,2鄰中正路一段208之1號,121.3745,23.5743,富民社區活動中心,富民村,30,"水災,土石流",劉賢明,03-8811149,是,否,是,True,POINT (288226.70197353885 2607929.333306862),Low,1.5555104636269144,171.19000244140625,Low,16.48895488933663,0.1035624225508206,14.123333333333331,248.0,0,無淹水,low,Low,0.3289318174887832,0.0,0.33,0.11872286158021891,0.33,0.025647265056445028,0.5480009479031136,0.2015527009893123,0.864400284370934,0.1742222120508914,33.2208256440755,Medium
2069,花蓮縣萬榮鄉,馬遠村,1鄰5號,121.362553,23.576867,馬遠社區活動中心,馬遠村,120,"水災,土石流,海嘯",溫秀瑛,03-8811184,是,否,是,True,POINT (287006.4934510464 2608210.4724362073),Medium,6.347736272736666,205.66000366210935,Low,17.270721539133238,0.109305002517521,20.14333333333333,147.0,0,無淹水,low,Medium,0.34549212950532354,0.0,0.67,0.14387885572785392,0.33,0.04123534641975769,0.4196743827051878,0.26285300185275096,0.8259023148115563,0.2170909026853533,46.95581757246882,Medium
2070,花蓮縣萬榮鄉,馬遠村,2鄰馬遠39號,121.361934,23.576872,馬遠國民小學,馬遠村,200,"水災,土石流,海嘯",溫秀瑛,03-8811184,是,否,是,True,POINT (286943.3089359377 2608210.8663692637),Medium,7.089103079984497,222.6999969482422,Low,17.270721539133238,0.109305002517521,20.14333333333333,147.0,0,無淹水,low,Medium,0.34549212950532354,0.0,0.67,0.15631453766001005,0.33,0.04123534641975769,0.4196743827051878,0.2647183541425744,0.8259023148115563,0.2186315014594575,47.44942051237769,Medium
2076,花蓮縣瑞穗鄉,富源村,10鄰學士路31號,121.3759,23.5776,富源社區活動中心,富源村,30,"水災,土石流",周玉梅,03-8811434,是,否,是,True,POINT (288368.6479610081 2608295.158466389),Medium,1.5768347868719002,176.85000610351562,Low,16.48895488933663,0.1035624225508206,13.165,225.0,3,SAR-only,mid,Medium,0.3289318174887832,1.0,0.67,0.12285349732020547,0.33,0.025647265056445028,0.5240944317445958,0.45317229635031037,0.8572283295233787,0.3884721305866501,100.0,Very High
2077,花蓮縣瑞穗鄉,富源村,9鄰中正路157號,121.3764,23.5778,富源消防分隊,富源村、富民村、富興村,75,"水災,土石流",方小明,03-8811885,是,否,是,True,POINT (288419.6259740318 2608317.4410320013),Medium,1.5839579861242832,176.85000610351562,Low,16.48895488933663,0.1035624225508206,13.895,225.0,0,無淹水,low,Medium,0.3289318174887832,0.0,0.67,0.12285349732020547,0.33,0.025647265056445028,0.5240944317445958,0.2531722963503103,0.8572283295233787,0.21702646468197428,46.935171841442425,Medium
2085,花蓮縣瑞穗鄉,富興村,13鄰東興路134號,121.3877,23.5817,富興社區活動中心,富興村,30,"水災,土石流",莊明州,03-8811414,是,否,是,True,POINT (289571.8741134975 2608752.4145605946),Low,1.8001966843701185,182.08999633789065,Low,15.486918864145531,0.100414194617217,14.176666666666666,197.0,0,無淹水,low,Low,0.30770549729042773,0.0,0.33,0.12667760985288595,0.33,0.01710148363697194,0.4914681942832076,0.19552343902875843,0.8474404582849622,0.1656944727759829,30.488565144050987,Medium
2117,花蓮縣光復鄉,大全村,建國路一段1號,121.4125,23.598,光復自強外役監獄,大全村,300,"水災,震災,土石流",陳萬來,03-8703914#310,是,是,是,True,POINT (292097.99575205916 2610564.600773508),High,8.631746631906312,290.9100036621094,Low,14.542067332254298,0.1045090181826163,15.261666666666668,213.0,0,無淹水,low,High,0.28769052711806775,0.0,1.0,0.20609377957873679,0.33,0.028216773850776405,0.5106364918144118,0.30304290245730847,0.8531909475443236,0.258553461094133,60.24028921474748,High
2122,花蓮縣光復鄉,大富村,建國路一段 26之2號,121.4162,23.5992,花東山琉璃禪寺,大富村,50,"水災,震災,土石流",簡進發,03-8731340,是,否,是,True,POINT (292475.2200847362 2610698.586036493),High,10.322638514817244,303.6700134277344,Low,14.542067332254298,0.1045090181826163,15.236666666666666,90.0,0,無淹水,low,High,0.28769052711806775,0.0,1.0,0.2154059559529876,0.33,0.028216773850776405,0.2997068573486242,0.30443972891344606,0.7899120572045872,0.24048061256082703,54.44980611264682,High
2130,花蓮縣豐濱鄉,豐濱村,光豐路26號,121.5218,23.6012,豐濱國中禮堂,豐濱村,0,"水災,震災,土石流",劉文彥,03-8791159,是,否,是,True,POINT (303251.58573922317 2610955.392640315),Safe,12.825850884265948,87.3499984741211,Low,8.122050231337202,0.1064618993051523,7.46,413.0,0,無淹水,low,Safe,0.1516940806460007,0.0,0.0,0.05753694413174545,0.33,0.033517817982071256,0.6734100395282834,0.09049054761176915,0.902023011858485,0.08162455630149165,3.5528316959763893,Low
2143,花蓮縣光復鄉,大富村,明德路29巷12號,121.3909,23.6073,大富國小,大富村.大豐村,80,"水災,震災,土石流",郭瑛忠,03-8701049,是,是,是,True,POINT (289890.75414080755 2611588.32548974),Safe,1.6734643701673046,189.5,Low,15.635989157324245,0.0964121036988902,17.098333333333333,90.0,0,無淹水,low,Safe,0.31086328173682093,0.0,0.0,0.13208538479215748,0.33,0.006237913739816749,0.2997068573486242,0.14669558361385157,0.7899120572045872,0.11587661023524504,14.52708067228643,Low
2177,花蓮縣光復鄉,大興村,民權街17號,121.3982,23.6323,大興國小,大興村,300,"水災,震災,土石流",陳吉文,03-8702987,是,是,是,True,POINT (290628.0067361875 2614358.967766744),Low,1.4274797620256183,158.0800018310547,Low,17.263451726015585,0.0955499439252035,21.718333333333334,116.0,0,無淹水,low,Low,0.34533813166778266,0.0,0.33,0.10915526404757317,0.33,0.0038976038480372887,0.36169801289998493,0.20286448949227448,0.8085094038699955,0.1640178474657898,29.951379735268528,Medium
2180,花蓮縣光復鄉,大興村,民權街37號,121.3942,23.6338,大興活動中心,大興村,100,"水災,震災,土石流",劉建榮,03-8702216,是,否,是,True,POINT (290219.42755535623 2614523.9519436196),Medium,2.063331182163937,167.1999969482422,Low,17.263451726015585,0.0955499439252035,21.245,116.0,0,無淹水,low,Medium,0.34533813166778266,0.0,0.67,0.11581098019697192,0.33,0.0038976038480372887,0.36169801289998493,0.25486284691468425,0.8085094038699955,0.20605900842760128,43.42123379249901,Medium
2182,花蓮縣豐濱鄉,新社村,9鄰東興18-1號,121.5308,23.6351,東興部落原住民多功能活動中心,新社村及磯崎村,0,海嘯,石蓮花,03-8711158,是,否,是,True,POINT (304156.15155297134 2614713.023180864),High,11.944816629948669,102.7699966430664,Low,7.502136264003987,0.1043738212563576,7.0633333333333335,153.0,0,無淹水,low,High,0.13856232486552542,0.0,1.0,0.06879036362572417,0.33,0.02784978537193742,0.4294770387318471,0.23767223054071002,0.828843111619554,0.1969929911069221,40.516510721202295,Medium
2185,花蓮縣光復鄉,西富村,民有街51巷3-1號,121.4295,23.6362,馬佛活動中心,西富村,100,"水災,震災,土石流",高有民,03-8702206,是,否,是,True,POINT (293820.26048181043 2614800.116436315),Safe,1.9266191653898677,143.6999969482422,Low,16.2756586990624,0.106004368538058,16.348333333333333,302.0,0,無淹水,low,Safe,0.32441352361707665,0.0,0.0,0.09866082523514498,0.33,0.032275862821665745,0.5964168643963529,0.14835076715256132,0.8789250593189059,0.13038920681957014,19.1768703905078,Low
2202,花蓮縣光復鄉,南富村,建國路二段39號,121.4512,23.6419,砂荖活動中心,南富村,100,"水災,震災,土石流",吳福鍵,03-8702206,是,否,是,True,POINT (296032.2666469143 2615438.181239876),Safe,3.2791924776600005,152.5399932861328,Low,15.4026765825976,0.1098589502590134,13.331666666666669,266.0,0,無淹水,low,Safe,0.3059209769763648,0.0,0.0,0.10511220000351974,0.33,0.042739022905845615,0.5652173089555549,0.14481702538402194,0.8695651926866664,0.12592784458236692,17.747464140614902,Low
2219,花蓮縣豐濱鄉,新社村,150號,121.5354,23.6519,新社國小二樓綜合教室,新社村,200,"水災,震災,土石流",許傳方,03-8711138,是,否,是,True,POINT (304618.5143337005 2616575.295449927),Medium,13.87017106723976,131.8800048828125,Low,7.154250993290072,0.1026085297053573,7.618333333333333,153.0,0,無淹水,low,Medium,0.13119300483827703,0.0,0.67,0.09003466797686055,0.33,0.023057948168706956,0.4294770387318471,0.18866889646488288,0.828843111619554,0.15637691521178101,27.503249379968068,Medium
2220,花蓮縣光復鄉,大全村,中山路一段216巷8號,121.4184,23.6521,光復鄉立托兒所,大全村.大進村,100,"水災,震災,土石流",羅彩和,03-8705165,是,是,是,True,POINT (292682.59851441754 2616557.5870971964),Low,0.9733046410886173,126.66000366210938,Low,18.17209152124164,0.0982294736216463,20.26,213.0,0,無淹水,low,Low,0.36458602171720295,0.0,0.33,0.08622514330298886,0.33,0.011171116305115471,0.5106364918144118,0.20592668964112074,0.8531909475443236,0.17569478745957365,33.69263411437998,Medium
2227,花蓮縣光復鄉,西富村,中正路二段72巷14號,121.4494,23.6584,西南活動中心,西富村,100,"水災,震災,土石流",劉貴滿,03-8702923,是,否,是,True,POINT (295842.8751663231 2617264.8858005316),Safe,1.1390256872017204,115.1999969482422,Low,15.720802071334102,0.1079935895722295,13.406666666666666,302.0,0,無淹水,low,Safe,0.3126598898671379,0.0,0.0,0.07786170113250379,0.33,0.037675550681492816,0.5964168643963529,0.14224477719816622,0.8789250593189059,0.1250224992367028,17.457394375687006,Low
2232,花蓮縣光復鄉,北富村,中正路二段23號,121.4484,23.6601,太巴塱國小,北富村.西富村,100,"水災,震災,土石流",林萬男,03-8701134#10,是,是,是,True,POINT (295740.2734011969 2617452.830836474),Safe,1.6343544490760422,115.22000122070312,Low,16.815084677346775,0.1044122351570244,13.29,249.0,0,無淹水,low,Safe,0.3358402869773976,0.0,0.0,0.07787630012708266,0.33,0.027954058888814616,0.5489895973794193,0.14822893700116316,0.8646968792138258,0.12817309923408857,18.46683657915151,Low
2236,花蓮縣光復鄉,大同村,中正路一段370號,121.431,23.6633,大同活動中心,大同村,100,"水災,震災,土石流",吳張義,03-8701180,是,否,是,True,POINT (293964.2454033442 2617801.746475203),Safe,2.022468974066295,120.27999877929688,Low,17.584992222552803,0.1022331125164697,16.885,315.0,0,無淹水,low,Safe,0.35214938532000095,0.0,0.0,0.08156905511586346,0.33,0.02203888814350916,0.6067792290586982,0.15308406267773073,0.8820337687176094,0.13502531273424156,20.662263958045394,Low
2244,花蓮縣光復鄉,大華村,中華路257號,121.4233,23.6694,光復鄉公所,大安村、大華村,100,"水災,震災,土石流",黃微鈞,03-8702206#239,是,是,是,True,POINT (293176.7920188827 2618474.937116899),Medium,2.240404917379007,161.6999969482422,Low,18.366842391754545,0.0991377418754963,20.85833333333333,411.0,0,無淹水,low,Medium,0.3687114665440264,0.0,0.67,0.11179711414207626,0.33,0.013636586446206566,0.672215520418462,0.26224666572914007,0.9016646561255386,0.23645854967473415,53.16114997553666,High
2247,花蓮縣光復鄉,大馬村,林森路200號,121.4248,23.6705,光復國中,大平村.大馬村.大同村,100,"水災,震災,土石流",葉淑貞,03-8701027,是,是,是,True,POINT (293329.4320029559 2618597.2106575104),Medium,1.1052264729780894,126.68000030517578,Low,18.366842391754545,0.0991377418754963,20.85833333333333,281.0,0,無淹水,low,Medium,0.3687114665440264,0.0,0.67,0.0862397367296827,0.33,0.013636586446206566,0.5786997746341186,0.258413059117281,0.8736099323902355,0.22575221510420182,49.73087448233729,Medium
2277,花蓮縣光復鄉,東富村,東富路60號,121.4825,23.6845,東富國小,東富村,100,"水災,震災,土石流",鄭金寶,03-8701292,是,是,是,True,POINT (299209.6549715424 2620166.352207641),Safe,8.981322559743287,165.74000549316406,Low,11.795867887463729,0.1026669218970779,10.398333333333332,266.0,0,無淹水,low,Safe,0.22951726061045513,0.0,0.0,0.11474548744388541,0.33,0.02321645222799756,0.5652173089555549,0.12138864652251911,0.8695651926866664,0.10555534180332797,11.220179143337011,Low
2293,花蓮縣萬榮鄉,明利村,5鄰75號,121.4018,23.696,馬太鞍社區活動中心,明利村,80,"水災,土石流,海嘯",許花麗,03-8751114,是,否,是,True,POINT (290975.4591644779 2621414.399873519),Safe,14.11522974109827,303.739990234375,Low,19.111809983724008,0.0959505423615063,18.626666666666665,124.0,0,無淹水,low,Safe,0.3844922571014577,0.0,0.0,0.2154570245945885,0.33,0.00498501770301438,0.3780125667966385,0.18116473258992702,0.8134037700389916,0.1473600764867524,24.614282974067788,Low
2323,花蓮縣萬榮鄉,明利村,2鄰34-8號,121.412375,23.704834,明利社區活動中心,明利村,100,"水災,土石流,海嘯",許花麗,03-8751114,是,否,是,True,POINT (292051.0771216389 2622395.7988191787),Safe,10.347206773748695,264.6300048828125,Low,18.15831252395619,0.0949092069659057,17.205,124.0,0,無淹水,low,Safe,0.36429413859020915,0.0,0.0,0.18691479866547872,0.33,0.002158340326774651,0.3780125667966385,0.17054129540956203,0.8134037700389916,0.13871893263347113,21.84568800836355,Low
2333,花蓮縣豐濱鄉,磯崎村,71號,121.5419,23.7085,磯崎村辦公處活動中心,磯崎村,0,"水災,震災,土石流",李貴良,03-8711029,是,否,是,True,POINT (305257.8102027752 2622846.015979763),Medium,21.54398908052412,146.5800018310547,Medium,3.887962881356082,0.1033239140557888,3.81,100.0,0,無淹水,low,Medium,0.06200260091964487,0.0,0.67,0.1007626350237004,0.67,0.024999840057932855,0.32542468243799083,0.20371515953524183,0.7976274047313971,0.16248879400453747,29.46147587682179,Medium
2337,花蓮縣鳳林鎮,長橋里,長橋路4號,121.4195,23.7097,長橋社區活動中心,長橋里,50,"水災,土石流",董經碩,03-8751131,是,否,否,True,POINT (292776.05646539433 2622936.804301646),Safe,1.4291127943116793,145.0800018310547,Low,17.340222320763957,0.0948521368536022,15.51,312.0,3,SAR-only,mid,Safe,0.34696437781560585,1.0,0.0,0.09966794428145613,0.33,0.002003425017077817,0.6044262600487427,0.352239847488608,0.8813278780146228,0.3104387973393292,76.86418567583631,Very High
2338,花蓮縣萬榮鄉,明利村,1鄰13-3號,121.414808,23.709766,萬榮鄉立幼兒園,明利村,50,"水災,土石流,海嘯",許花麗,03-8751114,是,否,是,True,POINT (292297.5902294289 2622942.7127505075),Safe,1.6117874837379322,152.0500030517578,Low,18.15831252395619,0.0949092069659057,16.388333333333332,124.0,0,無淹水,low,Safe,0.36429413859020915,0.0,0.0,0.1047546081546128,0.33,0.002158340326774651,0.3780125667966385,0.15821726683293214,0.8134037700389916,0.1286945213271721,18.633898556874506,Low
2350,花蓮縣萬榮鄉,萬榮村,1鄰8號,121.410119,23.714392,萬榮社區活動中心,萬榮村,50,"水災,土石流,海嘯",陳如花,03-8751497,是,否,是,True,POINT (291817.97692076454 2623453.6347474623),Safe,11.542997838436095,281.3800048828125,Low,17.657033724284528,0.094888654761678,17.795,130.0,0,無淹水,low,Safe,0.35367545418866897,0.0,0.0,0.19913884528720646,0.33,0.0021025519122371966,0.3895772337604174,0.1691837182409054,0.8168731701281252,0.13820164025351192,21.679949177571096,Low
2357,花蓮縣鳳林鎮,森榮里,林森路113-1號,121.3972,23.7176,森榮里辦公處,森榮里,30,水災,董經碩,03-8751926,是,否,否,True,POINT (290499.67979584524 2623805.171759358),Safe,12.061175182876504,253.1000061035156,Low,18.96338717837343,0.1002171593851605,19.42333333333333,26.0,0,無淹水,low,Safe,0.38134818851319635,0.0,0.0,0.17850027671762267,0.33,0.016566636713368603,0.0,0.17583616173293914,0.7,0.12308531321305739,16.836726144286054,Low
2384,花蓮縣鳳林鎮,鳳信里,中正路1段120巷24號,121.4434,23.7297,鳳信社區活動中心,鳳信里,50,"水災,土石流",傅金棟,03-8764212,是,否,否,True,POINT (295206.2560911946 2625159.0912289987),Low,1.0276009861545874,122.69000244140624,Low,13.686550823356384,0.094632476398276,11.88,371.0,0,無淹水,low,Low,0.2695679577729356,0.0,0.33,0.08332786091432073,0.33,0.0014071625236023275,0.6470234713229552,0.176010282721389,0.8941070413968866,0.15737203313945067,27.82208199421532,Medium
2397,花蓮縣鳳林鎮,鳳智里,中華路2號,121.449348,23.741218,樂活會館,鳳義里、鳳信里、山興里、南平里,150,"水災,震災,土石流",詹芳雅,03-8762771轉191,是,否,否,True,POINT (295808.6581658733 2626436.560998109),Safe,0.8798020203875848,109.76000213623048,Low,10.779303719898865,0.0953428468139341,10.131666666666666,328.0,0,無淹水,low,Safe,0.2079831880018467,0.0,0.0,0.07389162649345972,0.33,0.0033354442195612185,0.6167237704583391,0.1068122447965291,0.8850171311375017,0.09453066646018073,7.687908280611956,Low
2401,花蓮縣鳳林鎮,鳳智里,中正路2段1號,121.4472,23.7429,鳳林鎮藝文中心,鳳智里、山興里,300,"水災,震災,土石流",巫賢偉,03-8762031#14,是,是,否,True,POINT (295589.0924859115 2626622.1455270713),Safe,1.0225815712147648,110.37000274658205,Low,12.214537959359378,0.0948998934256949,10.341666666666669,328.0,0,無淹水,low,Safe,0.23838602857898275,0.0,0.0,0.07433680117406986,0.33,0.0021330589683210732,0.6167237704583391,0.11587963464663742,0.8850171311375017,0.1025554618122289,10.259027149793937,Low
2403,花蓮縣鳳林鎮,鳳智里,鳳林鎮光復路8號,121.4488,23.7439,鳳林國中進德堂,鳳智里,350,"水災,震災,土石流",鍾孔麟,03-8762021,是,是,否,True,POINT (295751.8549175613 2626733.404814214),Safe,0.9133409855468952,109.06999969482422,Low,12.214537959359378,0.0948998934256949,10.571666666666667,328.0,3,SAR-only,mid,Safe,0.23838602857898275,1.0,0.0,0.07338806697030413,0.33,0.0021330589683210732,0.6167237704583391,0.3157373245160726,0.8850171311375017,0.27943294113624495,66.93000811222451,High
2405,花蓮縣鳳林鎮,鳳智里,光華路124號,121.4518,23.7447,鳳林鎮公所,鳳智里,80,"水災,震災,土石流",蕭文龍,03-8762772,是,否,否,True,POINT (296057.4058147295 2626822.969289942),Safe,0.9877926694574952,107.18000030517578,Low,10.779303719898865,0.0953428468139341,10.968333333333334,328.0,0,無淹水,low,Safe,0.2079831880018467,0.0,0.0,0.07200875708050715,0.33,0.0033354442195612185,0.6167237704583391,0.10652981438458621,0.8850171311375017,0.09428071070725705,7.607823253566547,Low
2410,花蓮縣鳳林鎮,鳳智里,大同街7-1號,121.451,23.746,"鳳禮,鳳智里活動中心",鳳智里、鳳禮里,60,"水災,土石流",張燕春,03-8763910,是,否,是,True,POINT (295975.3947126368 2626966.6801252686),Safe,0.8655770006834713,105.0199966430664,Low,10.779303719898865,0.0953428468139341,10.968333333333334,328.0,0,無淹水,low,Safe,0.2079831880018467,0.0,0.0,0.07043239973909057,0.33,0.0033354442195612185,0.6167237704583391,0.10629336078337373,0.8850171311375017,0.09407144521946485,7.540775257857377,Low
2420,花蓮縣鳳林鎮,鳳義里,鳳林鎮水源路56-2號,121.4393,23.7491,鳳義社區活動中心,鳳義里,50,土石流,傅金棟,03-8763004,是,否,否,True,POINT (294781.60875354125 2627306.2602690235),Safe,1.292012610960049,109.58000183105467,Low,12.214537959359378,0.0948998934256949,11.891666666666667,221.0,0,無淹水,low,Safe,0.23838602857898275,0.0,0.0,0.07376026338167499,0.33,0.0021330589683210732,0.519689534080769,0.11579315397777819,0.8559068602242307,0.09910815485658102,9.154520982011562,Low
2422,花蓮縣鳳林鎮,鳳仁里,中華路111號,121.452,23.7498,鳳仁社區活動中心,鳳仁里,50,"水災,土石流",劉清盛,03-8763174,是,否,否,True,POINT (296076.0001568556 2627387.837892508),Safe,0.9928673505892394,100.9499969482422,Low,10.136907493947804,0.0957490763096962,10.991666666666667,358.0,0,無淹水,low,Safe,0.19437518624996175,0.0,0.0,0.06746213908118319,0.33,0.004438143436435277,0.6382491391696302,0.10187569108080953,0.891474741750889,0.09081960539695802,6.498896136906242,Low
2429,花蓮縣鳳林鎮,鳳仁里,鳳林鎮光復路94號,121.4518,23.7512,鳳仁國小羽球館,鳳仁里,300,"水災,震災,土石流",鍾肇憲,03-8762201,是,是,否,True,POINT (296055.1198462017 2627542.8173849876),Low,1.1537324680685914,100.69000244140624,Low,10.136907493947804,0.0957490763096962,10.991666666666667,358.0,0,無淹水,low,Low,0.19437518624996175,0.0,0.33,0.06727239669473806,0.33,0.004438143436435277,0.6382491391696302,0.15134722972284276,0.891474741750889,0.13492223253188373,20.629237389554312,Low
2433,花蓮縣鳳林鎮,大榮里,復興路69號,121.4676,23.7523,大榮2村社區活動中心,大榮里,50,"水災,土石流",劉清盛,03-8763419,是,否,否,True,POINT (297665.3473282901 2627669.842936525),Safe,0.7119954244750544,90.41000366210938,Low,8.696873512103034,0.096360706547388,9.993333333333334,374.0,0,無淹水,low,Safe,0.16387067181464438,0.0,0.0,0.059770117032085596,0.33,0.006098397532100957,0.6490047487550006,0.09173655885241624,0.8947014246265002,0.08207682989558959,3.6977387148851233,Low
2434,花蓮縣鳳林鎮,大榮里,鳳林鎮大榮3路15號,121.4676,23.7523,大榮1村社區活動中心,大榮里,50,"水災,土石流",劉清盛,03-8763419,是,否,否,True,POINT (297665.3473282901 2627669.842936525),Safe,0.7119954244750544,90.41000366210938,Low,8.696873512103034,0.096360706547388,9.993333333333334,374.0,0,無淹水,low,Safe,0.16387067181464438,0.0,0.0,0.059770117032085596,0.33,0.006098397532100957,0.6490047487550006,0.09173655885241624,0.8947014246265002,0.08207682989558959,3.6977387148851233,Low
2480,花蓮縣鳳林鎮,北林里,民和路1號,121.471,23.7672,北林3村社區活動中心,北林里,50,土石流,戴佳明,8761724,是,否,否,True,POINT (298006.47013876145 2629321.105259587),Safe,0.846996245835257,86.19999694824219,Low,6.810989145282998,0.0973352491871316,9.321666666666667,185.0,0,無淹水,low,Safe,0.12392162365586117,0.0,0.0,0.05669768011578116,0.33,0.008743767739991927,0.4760464407401744,0.07955551588812472,0.8428139322220523,0.06705049717562435,0.0,Low
2505,花蓮縣鳳林鎮,南平里,自強路368-1號,121.4584,23.7817,南平社區活動中心,南平里,50,"水災,土石流",江麗琴,03-8771735,是,否,否,True,POINT (296717.02230845543 2630922.7287000204),Low,1.4424768822170166,116.9499969482422,Low,9.04622719418653,0.0968691856151703,10.545,203.0,0,無淹水,low,Low,0.17127109747994376,0.0,0.33,0.07913884033178878,0.33,0.007478650506564307,0.4988319564632778,0.1465000203444079,0.8496495869389833,0.12447368177217882,17.281555008217772,Low
2506,花蓮縣壽豐鄉,水璉村,水璉二街21號,121.5472,23.7817,水璉活動中心,水璉村,41,"水災,震災,土石流",黃文達,03-8601055,是,否,是,True,POINT (305767.0884771225 2630954.755496336),Safe,21.02893220600743,226.8800048828125,Medium,0.9609911219342862,0.1128950259289717,2.518333333333333,199.0,0,無淹水,low,Safe,0.0,0.0,0.0,0.15936508165233118,0.67,0.050980369973351425,0.4939472876544064,0.09600279924518483,0.8481841862963219,0.08142805615994624,3.489873676542859,Low
2509,花蓮縣萬榮鄉,見晴村,7鄰89號,121.451955,23.783512,見晴國民小學,見晴村,130,"水災,土石流,海嘯",馬麗琴,03-8771034,是,否,是,True,POINT (296059.5438953651 2631121.2968113907),Medium,1.3427208860388655,126.16000366210938,Low,9.04622719418653,0.0968691856151703,11.415,64.0,0,無淹水,low,Medium,0.17127109747994376,0.0,0.67,0.08586024638890744,0.33,0.007478650506564307,0.21671001987383542,0.19850823125297568,0.7650130059621506,0.15186137869906866,26.056485864764937,Medium
2534,花蓮縣壽豐鄉,米棧村,米棧路二段21號,121.5243,23.7951,米棧活動中心,米棧村,34,"水災,震災,土石流,海嘯",黃明輝,03-8741367,是,否,是,True,POINT (303427.745482022 2632429.9681485896),Medium,26.76539990192565,285.8699951171875,Medium,1.812829515732632,0.0992615221801157,5.608333333333333,85.0,0,無淹水,low,Medium,0.018044655131603873,0.0,0.67,0.2024156124487648,0.67,0.01397258480770462,0.28576711962266166,0.20467299688756635,0.7857301358867984,0.16081774165682577,28.926076027466653,Medium
2561,花蓮縣鳳林鎮,林榮里,永康路54號,121.45,23.8035,林榮社區活動中心,林榮里,50,"水災,土石流",江麗琴,03-8771014,是,否,否,True,POINT (295853.2893402048 2633334.2652251176),Safe,2.115138611788194,161.02000427246094,Low,9.505758236458243,0.0982200898781009,11.375,259.0,0,無淹水,low,Safe,0.18100543117566412,0.0,0.0,0.11130085968409516,0.33,0.011145644381567784,0.5586640810393975,0.10511132274347028,0.8675992243118191,0.09119450207862409,6.619011839542738,Low
2598,花蓮縣壽豐鄉,溪口村,溪口路103巷2號,121.4734,23.8195,溪口活動中心,溪口村,50,"水災,震災,土石流,海嘯",黃素珠,03-8652809,是,否,是,True,POINT (298231.7853609876 2635113.9721084097),Low,2.6768074533455324,141.35000610351562,Low,6.740979005543712,0.0993814645362252,9.896666666666668,302.0,0,無淹水,low,Low,0.12243858551563631,0.0,0.33,0.09694581642042432,0.33,0.01429816515952976,0.5964168643963529,0.13520326463370752,0.8789250593189059,0.11883353738829111,15.474470713336249,Low
2619,花蓮縣壽豐鄉,豐坪村,豐坪路2段73號,121.5096,23.8351,豐坪活動中心,豐坪村,32,"水災,震災,土石流,海嘯",曾振倫,03-8652803,是,否,是,True,POINT (301913.83432841464 2636854.413017935),Safe,1.00176619697774,55.040000915527344,Low,3.456827282921366,0.1022372727372867,9.865,254.0,0,無淹水,low,Safe,0.05286977332540782,0.0,0.0,0.033957307325527014,0.33,0.022050180952831917,0.5538742661882908,0.05615954619173459,0.8661622798564872,0.04864328056513854,0.0,Low
2629,花蓮縣壽豐鄉,樹湖村,大樹腳59號,121.4692,23.8407,樹湖活動中心,樹湖村,38,"水災,震災,土石流,海嘯",黃素珠,03-8652810,是,否,是,True,POINT (297796.0986824759 2637460.391483157),High,15.963577516963468,240.2100067138672,Low,9.089087229555714,0.1074306197854101,9.523333333333332,103.0,0,無淹水,low,High,0.17217900978208442,0.0,1.0,0.16909323471803436,0.33,0.03614738409210009,0.3326447407316035,0.2636324265515405,0.799793422219481,0.21085148063968256,44.9567266236486,Medium
2639,花蓮縣壽豐鄉,豐山村,中山路41號,121.4918,23.8464,豐山國小,豐山村,50,"水災,震災,土石流,海嘯",林忠宏,03-8651640,是,否,是,True,POINT (300096.14484740136 2638099.4572061654),Safe,1.0654022796198854,59.970001220703125,Low,6.10239704717509,0.1048799657828699,14.086666666666666,493.0,0,無淹水,low,Safe,0.10891138212128705,0.0,0.0,0.03755519112108526,0.33,0.029223701295898435,0.7169887119455224,0.07422906343413875,0.9150966135836567,0.0679267645780668,0.0,Low
